u_num,u_den,v_num,v_den,inx,d,c,b,a
-1581,1520,151241432,18609075,8,44310257,41084175,31669120,2164632
1744,495,-977657,480240,40,7082388012473,5819035124295,5611660306848,4408757988560
1744,495,-977657,480240,30,521084370137,435210480720,372623278887,369168502640
1744,495,-295613665,89386632,999,34475099520992656794787035036721433,32040098409483163602143152578384192,21579568365271897476695376564319440,19409073108624489756211257897066215
1744,495,-295613665,89386632,30,521084370137,435210480720,372623278887,369168502640
1744,495,-4536928881,970742360,999,118694948562362532202783606699103156153,109525447134456359841626669713263251920,77555424473282746832163704555874600528,65501066224554768564490018602166749255
1744,495,-4536928881,970742360,40,7082388012473,5819035124295,5611660306848,4408757988560
22529,2988,79416,247889,6,16430513,16281009,7028600,3642840
22529,2988,79416,247889,69,202540855134365138633,201236910265023650505,80940380256877627544,705558147137161920
22529,2988,-956745,598856,999,31117794612098148260469657593,27393584701634528092690803705,24738316179435439698109667120,808590818355102638853673176
22529,2988,-956745,598856,6,16430513,16281009,7028600,3642840
22529,2988,12860728,-22910913,6,16430513,16281009,7028600,3642840
22529,2988,12860728,-22910913,999,31117794612098148260469657593,27393584701634528092690803705,24738316179435439698109667120,808590818355102638853673176
3168,-1553,-857,3696,43,27497822498977,25762744660064,19031674138785,2054845288320
3168,-1553,-857,3696,39,6382441853233,6310500741600,2927198165920,613935345969
3168,-1553,980785,175296,39,6382441853233,6310500741600,2927198165920,613935345969
3168,-1553,980785,175296,43,27497822498977,25762744660064,19031674138785,2054845288320
-4209,3500,30080,6007,1,422481,414560,217519,95800
-4209,3500,30080,6007,44,29999857938609,27239791692640,22495595284040,7592431981391
-4209,3500,330353,48940,1,422481,414560,217519,95800
-4209,3500,330353,48940,999,133490320060360914535848328209,119298860162529095599542795640,103549547575488612225699187040,10521526640620348981446408209
-4209,3500,71490240,-101943281,999,133490320060360914535848328209,119298860162529095599542795640,103549547575488612225699187040,10521526640620348981446408209
-4209,3500,71490240,-101943281,1,422481,414560,217519,95800
19005,3688,-15461,13160,31,597385645737,544848079888,443873167360,142485966505
19005,3688,-15461,13160,35,1682315502153,1657554153472,801719896720,468405247415
-857,3696,980785,175296,43,27497822498977,25762744660064,19031674138785,2054845288320
-857,3696,980785,175296,39,6382441853233,6310500741600,2927198165920,613935345969
-12285,4112,-214309,129780,15,873822121,769321280,606710871,558424440
-12285,4112,-214309,129780,74,2711100675240842912689,2376217986337223238735,1977857900813232827064,1617105485720597938520
-12285,4112,403496,-89145,74,2711100675240842912689,2376217986337223238735,1977857900813232827064,1617105485720597938520
-12285,4112,403496,-89145,15,873822121,769321280,606710871,558424440
-12285,4112,10044211,39676140,15,873822121,769321280,606710871,558424440
-12285,4112,10044211,39676140,999,1567419489475515256201958672449,1223962707818676743215925413176,1195011806066321770978191441855,1150539629674030124635842288280
-12285,4112,87969496,25607295,999,1567419489475515256201958672449,1223962707818676743215925413176,1195011806066321770978191441855,1150539629674030124635842288280
-12285,4112,87969496,25607295,15,873822121,769321280,606710871,558424440
-1245,5012,248521,62784,28,76973733409,71826977313,49796687200,39110088360
-1245,5012,248521,62784,101,34497456764264994703368889,30730370351168229154149048,26621272474250391413865480,12209879806944320496330055
-1245,5012,267904,-221337,109,504068891841730072306483681,435117527990435060232042280,411177854471028470696556192,106958136069417067994530335
-1245,5012,267904,-221337,28,76973733409,71826977313,49796687200,39110088360
-1245,5012,3836981501,942570804,28,76973733409,71826977313,49796687200,39110088360
-1245,5012,3836981501,942570804,109,504068891841730072306483681,435117527990435060232042280,411177854471028470696556192,106958136069417067994530335
-1245,5012,1076148712,-938755461,101,34497456764264994703368889,30730370351168229154149048,26621272474250391413865480,12209879806944320496330055
-1245,5012,1076148712,-938755461,28,76973733409,71826977313,49796687200,39110088360
5552,-105,-815245,426348,58,198016567109694593,176476558728061032,152660170918416255,70276688758987120
5552,-105,-815245,426348,73,1960831783427966956817,1805709725518636044015,1420717670986005660520,527509154340728093808
5552,-105,-2542217901,2218353580,73,1960831783427966956817,1805709725518636044015,1420717670986005660520,527509154340728093808
5552,-105,-2542217901,2218353580,58,198016567109694593,176476558728061032,152660170918416255,70276688758987120
5728,215,9466505,1411828,2,2813001,2767624,1390400,673865
5728,215,9466505,1411828,999,10830828827804801622456578003121,10707756967155140530274037773135,4979640258082663479364236259240,246940186636356727683332717504
5728,215,130344703,367240100,999,10830828827804801622456578003121,10707756967155140530274037773135,4979640258082663479364236259240,246940186636356727683332717504
5728,215,130344703,367240100,2,2813001,2767624,1390400,673865
6280,1359,-3333,107368,46,45556888578449,43940127884360,27546142170735,7908038161032
6280,1359,-3333,107368,3,8707481,8332208,5507880,1705575
6280,1359,103611,244444,999,175968975906723433958996724209,163272917896204873786050444815,123781164812377477678355882712,60534442433151314096924049480
6280,1359,103611,244444,3,8707481,8332208,5507880,1705575
6280,1359,-1011516877,6860856,3,8707481,8332208,5507880,1705575
6280,1359,-1011516877,6860856,999,175968975906723433958996724209,163272917896204873786050444815,123781164812377477678355882712,60534442433151314096924049480
6552,-93017,-21021,9788,9,68711097,65932985,42878560,10409096
6552,-93017,-21021,9788,76,4069249774250960557713,3819055879832290430609,2794258267049888616280,842141328509923524200
6552,-93017,259045,56768,76,4069249774250960557713,3819055879832290430609,2794258267049888616280,842141328509923524200
6552,-93017,259045,56768,9,68711097,65932985,42878560,10409096
6552,-93017,45186013,9200036,9,68711097,65932985,42878560,10409096
6552,-93017,45186013,9200036,999,7515411469631655179995715752915473,7326533137419527843706649491958289,4190835720834901059211451399027560,769100578046660029155653675974760
6552,-93017,-163997925,67709216,999,7515411469631655179995715752915473,7326533137419527843706649491958289,4190835720834901059211451399027560,769100578046660029155653675974760
6552,-93017,-163997925,67709216,9,68711097,65932985,42878560,10409096
34225,6692,41952,-33865,49,573646321871961,514818101299289,440804942580160,130064300991400
34225,6692,41952,-33865,2,2813001,2767624,1390400,673865
34225,6692,105512,1038385,2,2813001,2767624,1390400,673865
34225,6692,105512,1038385,999,77214586804364169308050947074361,76668894313793210460603803478440,31176096882978693586981687856264,14921528807524384363774241268025
34225,6692,-1314533417,302546960,999,77214586804364169308050947074361,76668894313793210460603803478440,31176096882978693586981687856264,14921528807524384363774241268025
34225,6692,-1314533417,302546960,2,2813001,2767624,1390400,673865
7584,54605,-6625405,2392764,60,481334894209428521,438980913824794665,343651286746207896,225712385669145920
7584,54605,-6625405,2392764,22,12558554489,11988496761,7813353720,4707813440
7584,54605,-60939313,17841180,22,12558554489,11988496761,7813353720,4707813440
7584,54605,-60939313,17841180,999,19934350711896960649365583332561489559721,19537629354156506960751018658172933774505,10240767198398148770624283487986683810904,5887827370046553813670911877907196495680
7752,-205,-290889,457880,86,33467087559518926108953,32977945722604490646760,16314446963319764510840,5488204013778687062297
7752,-205,-290889,457880,24,33167450193,32474980432,16755328840,11760180305
7752,-205,-6672845,1816556,24,33167450193,32474980432,16755328840,11760180305
7752,-205,-6672845,1816556,86,33467087559518926108953,32977945722604490646760,16314446963319764510840,5488204013778687062297
7752,-205,36071905,6743672,24,33167450193,32474980432,16755328840,11760180305
7752,-205,36071905,6743672,999,101900320848906116107894124217,100915876364275364856446015815,44887660545944321581822448920,14703627799682537979172976408
7752,-205,83738331,248149660,999,101900320848906116107894124217,100915876364275364856446015815,44887660545944321581822448920,14703627799682537979172976408
7752,-205,83738331,248149660,24,33167450193,32474980432,16755328840,11760180305
7800,-5509,1612727957,223701720,999,575814109241966259438071103769180457,568495181674030634997227526296268240,268742894833497872412755452524709832,127884971884543172835628915182179625
7800,-5509,1612727957,223701720,11,145087793,122055375,121952168,1841160
7800,-5509,-294222377,473410020,11,145087793,122055375,121952168,1841160
7800,-5509,-294222377,473410020,999,575814109241966259438071103769180457,568495181674030634997227526296268240,268742894833497872412755452524709832,127884971884543172835628915182179625
9360,2371,-4061,16308,26,46055390617,41714673255,34169217200,18125123544
9360,2371,-4061,16308,16,1259768473,1166705840,859396455,588903336
9360,2371,35048399,213405228,16,1259768473,1166705840,859396455,588903336
9360,2371,35048399,213405228,999,10373358865070540657105617744371110617,10036370941197170791465088824362503544,5916310526039507031961165533723980720,3796307295487803837472619636479447335
9360,2371,376159871,7185008412,26,46055390617,41714673255,34169217200,18125123544
9360,2371,376159871,7185008412,999,370178787342908519545804626629109524196313,342926094771396607922211737347247063070216,261289014778029757306114612499727621175335,130207738461126188904986843727436181309360
-21021,9788,259045,56768,9,68711097,65932985,42878560,10409096
-21021,9788,259045,56768,76,4069249774250960557713,3819055879832290430609,2794258267049888616280,842141328509923524200
-21021,9788,10498601,138604,9,68711097,65932985,42878560,10409096
-21021,9788,10498601,138604,999,444997840250072084560273090857,412381504908379528321286079785,315781014866997985099251407224,136742510896974060556436491360
-21021,9788,13104000,-15069437,999,444997840250072084560273090857,412381504908379528321286079785,315781014866997985099251407224,136742510896974060556436491360
-21021,9788,13104000,-15069437,9,68711097,65932985,42878560,10409096
-12065,12396,21792,5035,8,44310257,41084175,31669120,2164632
-12065,12396,21792,5035,104,123188180833923372056627153,118194421251475239056505903,66491673395168374249746120,62831773759131557571594880
-12065,12396,151241432,18609075,8,44310257,41084175,31669120,2164632
-12065,12396,151241432,18609075,90,864745895259187110399737,812937165464036006213895,591519768111748983750888,57810716855047169409080
-12065,12396,-84558637,193874100,104,123188180833923372056627153,118194421251475239056505903,66491673395168374249746120,62831773759131557571594880
-12065,12396,-84558637,193874100,8,44310257,41084175,31669120,2164632
-4061,16308,10793427489,2616746156,16,1259768473,1166705840,859396455,588903336
-4061,16308,10793427489,2616746156,999,5082559754777633036582163979494292876893337,4492209740965145731782789443715553202358584,4013477702776553653893950470981211910469785,885745318409953247534849392851560923632720
-14177,20156,5846168,682447,19,1871713857,1593513080,1553556440,92622401
-14177,20156,5846168,682447,61,1592672455342770513,1559028675188874616,851144034922098880,208032601069058735
-14177,20156,33007785,7942024,19,1871713857,1593513080,1553556440,92622401
-14177,20156,33007785,7942024,999,830656188985023870948584779728249417,716161782031675610165431528427020400,679368538882959228476067055088860745,58032618743000072263285011580324856
20824,2003,-124529,68084,7,20615673,18796760,15365639,2682440
20824,2003,-124529,68084,37,5062297699257,4987588419655,2480452675600,502038853976
20824,2003,2136525,340912,7,20615673,18796760,15365639,2682440
20824,2003,2136525,340912,999,27234039469010571287750749472806593,25097616096502142214946285532508824,19788748762317394956388167436667840,685489169050827570208239564001985
21792,5035,-3622925,12225132,8,44310257,41084175,31669120,2164632
21792,5035,-3622925,12225132,72,1671674986261410994097,1534990269771364822095,1199828498161126807800,655960628418767673472
21792,5035,-84558637,193874100,8,44310257,41084175,31669120,2164632
21792,5035,-84558637,193874100,104,123188180833923372056627153,118194421251475239056505903,66491673395168374249746120,62831773759131557571594880
-216285,23504,-60939313,17841180,999,6143539032661373070735769580379563143044881,5852230257834881029367629460392322577618705,3593221165723286365451189689649125338450744,3035234250371793173002501048943483041012760
-216285,23504,-60939313,17841180,22,12558554489,11988496761,7813353720,4707813440
-216285,23504,20642296,53214885,22,12558554489,11988496761,7813353720,4707813440
-216285,23504,20642296,53214885,71,375075545025537358721,335981923744570504065,275897431444390465240,188195571677171463096
30080,6007,52463,660460,1,422481,414560,217519,95800
30080,6007,52463,660460,999,2677724555233904033024321940201,2650599803386595785432318503160,1187505796585909023692004388960,501284627341500145592546539799
30080,6007,-167767337,43538900,999,2677724555233904033024321940201,2650599803386595785432318503160,1187505796585909023692004388960,501284627341500145592546539799
30080,6007,-167767337,43538900,1,422481,414560,217519,95800
30768,-57253,544434589,121333308,999,15972961180516771719532723631898149809961,15451300536692003301752989081291359395640,8057625913255747468244742036175871587760,7892758983116882563694252553878845426473
30768,-57253,544434589,121333308,3,8707481,8332208,5507880,1705575
30768,-57253,-7421336185,8395768548,3,8707481,8332208,5507880,1705575
30768,-57253,-7421336185,8395768548,999,15972961180516771719532723631898149809961,15451300536692003301752989081291359395640,8057625913255747468244742036175871587760,7892758983116882563694252553878845426473
33400,-19537,-294473,635180,21,5179020201,4657804375,3971389576,24743080
33400,-19537,-294473,635180,51,5380742305932201,5352683902805120,1841841620201576,1554532675059625
33400,-19537,212286489,31471160,999,1039570706736399581667722346237636833169,1034328568159422043042465462340535242320,339417775767196724515174816449711157544,317077569026734193958193176440706804625
33400,-19537,212286489,31471160,21,5179020201,4657804375,3971389576,24743080
34272,-4885,2585664795,8685217112,14,638523249,630662624,275156240,219076465
34272,-4885,2585664795,8685217112,999,253604343959836747868789990903314198875187041,242705805911378117214105528376605357914466416,136457413890037388939551260269838191740491935,133725374033757797762586593057075720198156320
36696,8687,-46747125,199797104,7,20615673,18796760,15365639,2682440
36696,8687,-46747125,199797104,999,806138838545758367937672064817957800737,726447315918756597554941566956138194616,604700759189277502518379225699911213440,317124731692923422812335044519683520735
41952,-33865,9466505,1411828,2,2813001,2767624,1390400,673865
41952,-33865,9466505,1411828,999,1701149366116763201315972094656489529,1505798350865774387042674647101996096,1340939407906109772768541246995561415,125408329526832811338657001571718760
41952,-33865,-2270288673,3375081700,999,1701149366116763201315972094656489529,1505798350865774387042674647101996096,1340939407906109772768541246995561415,125408329526832811338657001571718760
41952,-33865,-2270288673,3375081700,2,2813001,2767624,1390400,673865
330353,48940,3521543,9580960,1,422481,414560,217519,95800
330353,48940,3521543,9580960,94,1796867575393608033006561,1771894249938641198780200,867970652747799735398360,21904850878998429166561
330353,48940,71490240,-101943281,1,422481,414560,217519,95800
330353,48940,71490240,-101943281,999,133490320060360914535848328209,119298860162529095599542795640,103549547575488612225699187040,10521526640620348981446408209
51416,-9425,-3599825,50036084,42,26969608212297,26901926181047,8528631804200,487814048600
51416,-9425,-3599825,50036084,57,103117303193818953,103028409596553328,24975412054750025,4092004076331400
259045,56768,-68923973,66997508,999,142967230497757405291074304718360697,136063166210499626950550379516802600,89339825604535826962981297980868729,58022924333171035540895343910618520
259045,56768,-68923973,66997508,9,68711097,65932985,42878560,10409096
259045,56768,165587944,-361205857,9,68711097,65932985,42878560,10409096
259045,56768,165587944,-361205857,999,142967230497757405291074304718360697,136063166210499626950550379516802600,89339825604535826962981297980868729,58022924333171035540895343910618520
248521,62784,-8348565,2195116,999,242538180175270610853290853090287229769,236937233673417726067275845959333925705,122707666757292152245213732016236276920,95165392799313961110399476887579379208
248521,62784,-8348565,2195116,28,76973733409,71826977313,49796687200,39110088360
248521,62784,1076148712,-938755461,28,76973733409,71826977313,49796687200,39110088360
248521,62784,1076148712,-938755461,101,34497456764264994703368889,30730370351168229154149048,26621272474250391413865480,12209879806944320496330055
398113,66200,3589408,-3049765,54,62940516903410601,56827813308111785,47886740272114976,8813425670440240
398113,66200,3589408,-3049765,13,589845921,582665296,260052385,186668000
398113,66200,10780560,34761581,13,589845921,582665296,260052385,186668000
398113,66200,10780560,34761581,999,23292027092250100127874940152491663685896001,23156921512324918814164893743769567325575376,9059330016193842060221876334617571924657985,2415739591667285135424221066398517686453040
-124529,68084,-46747125,199797104,7,20615673,18796760,15365639,2682440
-124529,68084,-46747125,199797104,999,9114172774086281066413676070790614410779473,8944672405792029461839096353940380640553135,4726479082843848686237115074773144463194664,579120214506563635174419598136966085554560
68256,-135125,-391531105,2877208,999,16930431869968555250050230333369291823325721,16722151415210738551512069214227404055910240,7556939299858548120883368285232293844669904,5158024399779229722215011965963364160970215
68256,-135125,-391531105,2877208,32,820234293081,814295112544,337210257575,78558599440
68256,-135125,-243773021,102162920,32,820234293081,814295112544,337210257575,78558599440
68256,-135125,-243773021,102162920,80,12214291847502204701241,11684173258429439467360,7745659501403353894384,2120589250533219579335
79416,247889,-282464081,20137068,999,10299384611211248340376023286842835433,10031362083685034676043313839954861545,5251921176120295799149380679888209944,4372583605557734074973725524282199920
79416,247889,-282464081,20137068,6,16430513,16281009,7028600,3642840
79416,247889,220096985,45498888,6,16430513,16281009,7028600,3642840
79416,247889,220096985,45498888,999,10299384611211248340376023286842835433,10031362083685034676043313839954861545,5251921176120295799149380679888209944,4372583605557734074973725524282199920
-3333,107368,544434589,121333308,999,500796050001427880070678938556915333014849,474852175855673033084619074909651063938040,330354100428652215769025528607019680881985,109825562277571613049068495579199043286232
-3333,107368,544434589,121333308,3,8707481,8332208,5507880,1705575
-214309,129780,403496,-89145,15,873822121,769321280,606710871,558424440
-214309,129780,403496,-89145,74,2711100675240842912689,2376217986337223238735,1977857900813232827064,1617105485720597938520
-214309,129780,1424318688,390529195,15,873822121,769321280,606710871,558424440
-214309,129780,1424318688,390529195,999,14271446044001354083455023266464036859129,12563604172156157855151030956007726249735,9921609310381504370102987307156045348504,9106889869346987239588759164558619856960
176752,-157345,4718261,816880,14,638523249,630662624,275156240,219076465
176752,-157345,4718261,816880,52,20249506709579721,18565945114216720,14890026433468471,3579087147375440
176752,-157345,70543053,13263640,14,638523249,630662624,275156240,219076465
176752,-157345,70543053,13263640,999,39622052115330121510588174667014143714230961,36509306913273897217018823766746205419668145,28726511050842569179420893316407236468660336,9124431568657300926370020071316629380678640
210240,509509,33926613,3591400,999,182420344870687942711834786275389435970969,176773317917113117255893795291624667104665,106920271807918589880654780130749413745344,20976968068575319930840917544199051066800
210240,509509,33926613,3591400,29,219813483369,213248725865,127775447744,17410908560
210240,509509,3591293097,645001640,29,219813483369,213248725865,127775447744,17410908560
210240,509509,3591293097,645001640,110,553159406891791612332258969,529615238960769406475597465,347031293687953323957873344,145447476353209425394611920
230472,-438737,33007785,7942024,999,34363901684184698539080985638973937196873,31297237528652492191374671448716327803760,25637787666341642063737209582545890147145,7388644063119524070799636844138879027864
230472,-438737,33007785,7942024,19,1871713857,1593513080,1553556440,92622401
230472,-438737,60906561,9414892,19,1871713857,1593513080,1553556440,92622401
230472,-438737,60906561,9414892,89,587020625514136613276553,582653975191641098286104,222787467202130880567415,179164925544119666072000
103611,244444,-1011516877,6860856,999,175968975906723433958996724209,163272917896204873786050444815,123781164812377477678355882712,60534442433151314096924049480
103611,244444,-1011516877,6860856,3,8707481,8332208,5507880,1705575
103611,244444,810062992,128701299,999,10018903766533510889057062601,9667333776938051160393251960,6052043593595878314368914743,168645743122342622620098480
103611,244444,810062992,128701299,3,8707481,8332208,5507880,1705575
267904,-221337,-8348565,2195116,28,76973733409,71826977313,49796687200,39110088360
267904,-221337,-8348565,2195116,999,1871719083282687906202560764473598495521,1747706727327181776430166707334029969185,1102486892305607002168440071204344088928,1100377611684590854488735787299681397720
267904,-221337,3836981501,942570804,109,504068891841730072306483681,435117527990435060232042280,411177854471028470696556192,106958136069417067994530335
267904,-221337,3836981501,942570804,28,76973733409,71826977313,49796687200,39110088360
282584,-755289,-956745,598856,6,16430513,16281009,7028600,3642840
282584,-755289,-956745,598856,999,140537630371183160245850568603894617,123349662390916854001862509235330905,112214442819394909948440677165601840,13593048082866832685243215228608456
282584,-755289,-7683273,1866844,108,452835938257547709708389177,451622371501239854889723705,145561707582919191804801464,10453265194894185904695360
282584,-755289,-7683273,1866844,6,16430513,16281009,7028600,3642840
282584,-755289,1637616041,289087452,999,140537630371183160245850568603894617,123349662390916854001862509235330905,112214442819394909948440677165601840,13593048082866832685243215228608456
282584,-755289,1637616041,289087452,6,16430513,16281009,7028600,3642840
327232,-422485,33926613,3591400,999,272380707669928366206342203714295261164121,229768911820273408566137814704216403063385,228309044416291364569639947789879760108496,19464474549806330992775209464701388395200
327232,-422485,33926613,3591400,29,219813483369,213248725865,127775447744,17410908560
327232,-422485,-2837463545,1344270488,29,219813483369,213248725865,127775447744,17410908560
327232,-422485,-2837463545,1344270488,103,101929436101862460159831249,94766472054667562758040785,71941209765337292161720624,26659234863039080957744320
-84237,359800,1867333,457280,4,12197457,11289040,8282543,5870000
-84237,359800,1867333,457280,999,67434082137309994555247453811022197057,58825777559993370245474213094921674240,54256586296486494216437458509656437057,13938951315456976978513685926934640560
-84237,359800,11502160,2925527,4,12197457,11289040,8282543,5870000
-84237,359800,11502160,2925527,81,17503689286309573964097,15876595946759369395903,12896301483090810351440,7188470920864810763360
-383021,380940,210241305,52130512,34,1367141947873,1226022682752,1047978087905,408600530760
-383021,380940,210241305,52130512,70,228746036963039501833,210878774189729581880,163180699054891578792,84616109521023161865
-383021,380940,6324500973,79204060,34,1367141947873,1226022682752,1047978087905,408600530760
-383021,380940,6324500973,79204060,999,305203807160062914748315941931929704471032803034657,286796096372047478295799802003993095033933843125080,208813528427895689247045285201136887260159599821345,56489542181715410325320762023763572020588656515968
403496,-89145,287176435,922938192,999,110702629502515023798538465135467873378289,105855405334156615691737218499942848126120,61268020395265000457104035210161747492664,56972651379438517821729959250113471928305
403496,-89145,287176435,922938192,15,873822121,769321280,606710871,558424440
-815245,426348,-2542217901,2218353580,58,198016567109694593,176476558728061032,152660170918416255,70276688758987120
-815245,426348,-2542217901,2218353580,73,1960831783427966956817,1805709725518636044015,1420717670986005660520,527509154340728093808
-290889,457880,-6672845,1816556,86,33467087559518926108953,32977945722604490646760,16314446963319764510840,5488204013778687062297
-290889,457880,-6672845,1816556,24,33167450193,32474980432,16755328840,11760180305
-290889,457880,2161857272,-2516865965,24,33167450193,32474980432,16755328840,11760180305
-290889,457880,2161857272,-2516865965,999,4579917870257660797184060445442378902968972553,4445937108338304124265870286544904507326098697,2451057742104016233361769557160731129266715480,1905247525399326330872007049106140034630223640
-956745,598856,12860728,-22910913,999,31117794612098148260469657593,27393584701634528092690803705,24738316179435439698109667120,808590818355102638853673176
-956745,598856,12860728,-22910913,6,16430513,16281009,7028600,3642840
-956745,598856,1637616041,289087452,6,16430513,16281009,7028600,3642840
-956745,598856,1637616041,289087452,999,140537630371183160245850568603894617,123349662390916854001862509235330905,112214442819394909948440677165601840,13593048082866832685243215228608456
52463,660460,29957400,6538471,1,422481,414560,217519,95800
52463,660460,29957400,6538471,111,918310142223097801006397529,889106559932545369165762471,535607712470322407570378200,250530677254015598463660440
52463,660460,-167767337,43538900,1,422481,414560,217519,95800
52463,660460,-167767337,43538900,999,2677724555233904033024321940201,2650599803386595785432318503160,1187505796585909023692004388960,501284627341500145592546539799
